DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202603;3;DF;80075;BRADESCO - PRUDENCIAL;5;111651,33
202603;3;ES;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;4;11886,31
202603;3;ES;80075;BRADESCO - PRUDENCIAL;1;3237,25
202603;3;GO;80075;BRADESCO - PRUDENCIAL;10;658770,04
202603;3;GO;80185;SANTANDER - PRUDENCIAL;3;26866,88
202603;3;MA;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;26;578090,20
202603;3;MA;80075;BRADESCO - PRUDENCIAL;5;227275,27
202603;3;MG;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;10;90443,85
202603;3;MG;80075;BRADESCO - PRUDENCIAL;25;551159,22
202603;3;MG;80185;SANTANDER - PRUDENCIAL;1;1114,98
202603;3;MS;80075;BRADESCO - PRUDENCIAL;3;105721,34
202603;3;MT;80075;BRADESCO - PRUDENCIAL;6;187510,74
202603;3;PA;80075;BRADESCO - PRUDENCIAL;9;313633,04
202603;3;PB;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;19;280879,99
202603;3;PB;80075;BRADESCO - PRUDENCIAL;2;99976,53
202603;3;PE;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;17;525322,85
202603;3;PE;80075;BRADESCO - PRUDENCIAL;4;83279,43
202603;3;PE;80185;SANTANDER - PRUDENCIAL;1;71538,31
202603;3;PI;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;14;232231,09
202603;3;PI;80075;BRADESCO - PRUDENCIAL;5;104968,56
202603;3;PR;80075;BRADESCO - PRUDENCIAL;21;871121,89
202603;3;RJ;80075;BRADESCO - PRUDENCIAL;29;1103103,18
202603;3;RJ;80185;SANTANDER - PRUDENCIAL;1;5322,03
202603;3;RN;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;20;343479,66
202603;3;RN;80075;BRADESCO - PRUDENCIAL;1;3731,01
202603;3;RO;80075;BRADESCO - PRUDENCIAL;2;40369,77
202603;3;RR;80075;BRADESCO - PRUDENCIAL;1;81101,54
202603;3;RS;80075;BRADESCO - PRUDENCIAL;101;3663781,39
202603;3;SC;80075;BRADESCO - PRUDENCIAL;8;265033,35
202603;3;SE;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;2;101897,67
202603;3;SE;80075;BRADESCO - PRUDENCIAL;1;3937,05
202603;3;SP;80075;BRADESCO - PRUDENCIAL;134;5052218,14
202603;3;SP;80185;SANTANDER - PRUDENCIAL;3;25357,78
202603;3;TO;80075;BRADESCO - PRUDENCIAL;7;329917,23
202604;1;AL;84693;NU PAGAMENTOS - PRUDENCIAL;1;196,77
202604;1;AM;80099;ITAU - PRUDENCIAL;1;199,57
202604;1;AM;80185;SANTANDER - PRUDENCIAL;4;4194,67
202604;1;AP;80329;BB - PRUDENCIAL;1;53,96
202604;1;AP;80099;ITAU - PRUDENCIAL;1;202,11
202604;1;BA;80879;BANCO SICOOB - PRUDENCIAL;1;220,90
202604;1;BA;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;196,05
202604;1;BA;84693;NU PAGAMENTOS - PRUDENCIAL;1;38,43
202604;1;BA;80185;SANTANDER - PRUDENCIAL;5;9307,44
202604;1;CE;80329;BB - PRUDENCIAL;1;55,81
202604;1;CE;84693;NU PAGAMENTOS - PRUDENCIAL;2;198,97
202604;1;CE;80185;SANTANDER - PRUDENCIAL;4;9403,52
202604;1;DF;80336;BTG PACTUAL - PRUDENCIAL;1;200,38
202604;1;DF;80099;ITAU - PRUDENCIAL;1;99,26
202604;1;DF;84693;NU PAGAMENTOS - PRUDENCIAL;2;194,81
202604;1;DF;80185;SANTANDER - PRUDENCIAL;3;5277,75
202604;1;ES;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;157,81
202604;1;ES;80099;ITAU - PRUDENCIAL;1;454,54
202604;1;ES;80185;SANTANDER - PRUDENCIAL;3;1670,36
202604;1;GO;80185;SANTANDER - PRUDENCIAL;2;266,03
202604;1;MA;84693;NU PAGAMENTOS - PRUDENCIAL;2;182,92
202604;1;MA;80185;SANTANDER - PRUDENCIAL;1;1030,27
202604;1;MG;80329;BB - PRUDENCIAL;1;201,83
202604;1;MG;80178;BMG - PRUDENCIAL;1;201,67
202604;1;MG;80075;BRADESCO - PRUDENCIAL;1;283,27
202604;1;MG;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;3;833,66
202604;1;MG;80099;ITAU - PRUDENCIAL;1;138,07
202604;1;MG;84693;NU PAGAMENTOS - PRUDENCIAL;5;472,08
202604;1;MG;80185;SANTANDER - PRUDENCIAL;12;25042,85
202604;1;MS;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;106,39
202604;1;MT;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;192,05
202604;1;MT;84693;NU PAGAMENTOS - PRUDENCIAL;1;37,49
202604;1;MT;80185;SANTANDER - PRUDENCIAL;2;3317,11
202604;1;PA;80329;BB - PRUDENCIAL;1;128,88
202604;1;PA;84693;NU PAGAMENTOS - PRUDENCIAL;5;508,63
202604;1;PA;80185;SANTANDER - PRUDENCIAL;2;1992,58
202604;1;PB;80996;INTER - PRUDENCIAL;1;51,17
202604;1;PB;84693;NU PAGAMENTOS - PRUDENCIAL;2;234,78
202604;1;PB;80185;SANTANDER - PRUDENCIAL;3;3713,46
202604;1;PE;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;0,98
202604;1;PE;80185;SANTANDER - PRUDENCIAL;4;3708,50
202604;1;PI;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;196,84
202604;1;PI;84693;NU PAGAMENTOS - PRUDENCIAL;1;38,18
202604;1;PI;80185;SANTANDER - PRUDENCIAL;1;1008,54
202604;1;PR;80336;BTG PACTUAL - PRUDENCIAL;1;201,05
202604;1;PR;80099;ITAU - PRUDENCIAL;1;218,32
202604;1;PR;84693;NU PAGAMENTOS - PRUDENCIAL;2;223,90
202604;1;PR;80185;SANTANDER - PRUDENCIAL;3;5041,12
202604;1;RJ;80329;BB - PRUDENCIAL;1;115,73
202604;1;RJ;80178;BMG - PRUDENCIAL;1;200,03
202604;1;RJ;80075;BRADESCO - PRUDENCIAL;1;3086,04
202604;1;RJ;80336;BTG PACTUAL - PRUDENCIAL;1;202,95
202604;1;RJ;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;649,96
202604;1;RJ;80099;ITAU - PRUDENCIAL;2;252,77
202604;1;RJ;84693;NU PAGAMENTOS - PRUDENCIAL;8;832,32
202604;1;RJ;80185;SANTANDER - PRUDENCIAL;19;22157,31
202604;1;RN;80329;BB - PRUDENCIAL;1;207,09
202604;1;RN;80336;BTG PACTUAL - PRUDENCIAL;1;201,66
202604;1;RN;84693;NU PAGAMENTOS - PRUDENCIAL;1;74,36
202604;1;RN;80185;SANTANDER - PRUDENCIAL;1;506,08
202604;1;RO;84693;NU PAGAMENTOS - PRUDENCIAL;3;335,20
202604;1;RO;80185;SANTANDER - PRUDENCIAL;2;3290,14
202604;1;RR;80185;SANTANDER - PRUDENCIAL;1;2131,65
202604;1;RS;80178;BMG - PRUDENCIAL;1;201,17
202604;1;RS;80336;BTG PACTUAL - PRUDENCIAL;1;200,22
202604;1;RS;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;2;791,75
202604;1;RS;84693;NU PAGAMENTOS - PRUDENCIAL;3;331,71
202604;1;RS;80185;SANTANDER - PRUDENCIAL;10;10776,50
202604;1;SC;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;2;259,83
202604;1;SC;84693;NU PAGAMENTOS - PRUDENCIAL;2;221,07
202604;1;SC;80185;SANTANDER - PRUDENCIAL;2;1478,50
202604;1;SE;80336;BTG PACTUAL - PRUDENCIAL;1;201,07
202604;1;SE;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;200,52
202604;1;SE;84693;NU PAGAMENTOS - PRUDENCIAL;1;38,09
202604;1;SP;84844;BANCO C6 - PRUDENCIAL;1;189,23
202604;1;SP;80329;BB - PRUDENCIAL;2;632,35
202604;1;SP;80075;BRADESCO - PRUDENCIAL;2;766,19
202604;1;SP;80336;BTG PACTUAL - PRUDENCIAL;1;200,29
202604;1;SP;80099;ITAU - PRUDENCIAL;1;150,50
202604;1;SP;84693;NU PAGAMENTOS - PRUDENCIAL;10;764,58
202604;1;SP;80185;SANTANDER - PRUDENCIAL;32;39275,49
202604;2;AC;80185;SANTANDER - PRUDENCIAL;1;6102,82
202604;2;AM;80075;BRADESCO - PRUDENCIAL;1;10674,53
202604;2;BA;84844;BANCO C6 - PRUDENCIAL;2;207,00
202604;2;BA;80099;ITAU - PRUDENCIAL;1;0,83
202604;2;BA;80484;VOTORANTIM - PRUDENCIAL;1;2072,94
202604;2;CE;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1;61288,67
202604;2;CE;80075;BRADESCO - PRUDENCIAL;2;24197,97
202604;2;CE;80185;SANTANDER - PRUDENCIAL;1;16481,76
202604;2;CE;80484;VOTORANTIM - PRUDENCIAL;3;6014,46
202604;2;DF;80185;SANTANDER - PRUDENCIAL;1;2535,91
202604;2;GO;80329;BB - PRUDENCIAL;1;11335,06
202604;2;GO;80075;BRADESCO - PRUDENCIAL;3;31314,49
202604;2;GO;80185;SANTANDER - PRUDENCIAL;1;8202,47
202604;2;GO;80484;VOTORANTIM - PRUDENCIAL;2;4769,40
202604;2;MA;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1;21055,79
202604;2;MG;80075;BRADESCO - PRUDENCIAL;3;70525,51
202604;2;MG;80185;SANTANDER - PRUDENCIAL;1;20021,04
202604;2;MG;80484;VOTORANTIM - PRUDENCIAL;3;6809,91
202604;2;MS;80329;BB - PRUDENCIAL;2;9510,84
202604;2;MS;80075;BRADESCO - PRUDENCIAL;1;2941,39
202604;2;MT;80075;BRADESCO - PRUDENCIAL;1;11209,20
202604;2;PA;80075;BRADESCO - PRUDENCIAL;2;6720,53
202604;2;PA;80484;VOTORANTIM - PRUDENCIAL;1;1428,04
202604;2;PB;80329;BB - PRUDENCIAL;1;2579,01
202604;2;PB;80075;BRADESCO - PRUDENCIAL;1;5782,18
202604;2;PE;84844;BANCO C6 - PRUDENCIAL;1;272,09
202604;2;PE;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;2;75832,29
202604;2;PE;80075;BRADESCO - PRUDENCIAL;2;16048,37
202604;2;PE;80185;SANTANDER - PRUDENCIAL;1;236,52
202604;2;PR;80075;BRADESCO - PRUDENCIAL;4;23531,31
202604;2;PR;80185;SANTANDER - PRUDENCIAL;1;1034,15
202604;2;PR;80484;VOTORANTIM - PRUDENCIAL;1;9463,86
202604;2;RJ;84844;BANCO C6 - PRUDENCIAL;2;564,24
202604;2;RJ;80075;BRADESCO - PRUDENCIAL;5;72715,41
202604;2;RJ;80185;SANTANDER - PRUDENCIAL;1;6160,93
202604;2;RJ;80484;VOTORANTIM - PRUDENCIAL;2;4066,97
202604;2;RN;80075;BRADESCO - PRUDENCIAL;1;7117,50
202604;2;RR;80484;VOTORANTIM - PRUDENCIAL;1;3444,98
202604;2;RS;80075;BRADESCO - PRUDENCIAL;2;15698,18
202604;2;RS;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;2089,08
202604;2;RS;80185;SANTANDER - PRUDENCIAL;1;3754,29
202604;2;RS;80484;VOTORANTIM - PRUDENCIAL;2;2586,88
202604;2;SC;80075;BRADESCO - PRUDENCIAL;8;71550,75
202604;2;SC;80185;SANTANDER - PRUDENCIAL;1;299,48
202604;2;SC;80484;VOTORANTIM - PRUDENCIAL;1;2791,64
202604;2;SE;80075;BRADESCO - PRUDENCIAL;1;20832,88
202604;2;SE;80484;VOTORANTIM - PRUDENCIAL;2;2824,16
202604;2;SP;84844;BANCO C6 - PRUDENCIAL;2;413,69
202604;2;SP;80075;BRADESCO - PRUDENCIAL;11;74224,01
202604;2;SP;80336;BTG PACTUAL - PRUDENCIAL;1;16083,95
202604;2;SP;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;2;3046,89
202604;2;SP;80099;ITAU - PRUDENCIAL;1;61,57
202604;2;SP;80185;SANTANDER - PRUDENCIAL;8;126396,71
202604;2;SP;80484;VOTORANTIM - PRUDENCIAL;9;11544,62
202604;3;AM;80075;BRADESCO - PRUDENCIAL;3;380699,88
202604;3;BA;80075;BRADESCO - PRUDENCIAL;2;69979,88
202604;3;BA;80185;SANTANDER - PRUDENCIAL;2;8006,54
202604;3;CE;80185;SANTANDER - PRUDENCIAL;1;8951,27
202604;3;DF;80185;SANTANDER - PRUDENCIAL;1;17748,35
202604;3;GO;80075;BRADESCO - PRUDENCIAL;3;77617,73
202604;3;MA;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1;36577,77
202604;3;MA;80075;BRADESCO - PRUDENCIAL;6;345925,05
202604;3;MG;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1;1485,03
202604;3;MG;80075;BRADESCO - PRUDENCIAL;5;214722,97
202604;3;MS;80075;BRADESCO - PRUDENCIAL;2;81290,12
202604;3;MT;80075;BRADESCO - PRUDENCIAL;2;15779,05
202604;3;MT;80099;ITAU - PRUDENCIAL;2;1176,46
202604;3;PA;80075;BRADESCO - PRUDENCIAL;6;270659,70
202604;3;PE;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1;303757,01
202604;3;PE;80075;BRADESCO - PRUDENCIAL;2;93548,77
202604;3;PE;80185;SANTANDER - PRUDENCIAL;1;5156,12
202604;3;PR;80075;BRADESCO - PRUDENCIAL;3;161267,73
202604;3;RJ;80075;BRADESCO - PRUDENCIAL;12;338186,66
202604;3;RJ;80185;SANTANDER - PRUDENCIAL;2;29840,01
202604;3;RN;80075;BRADESCO - PRUDENCIAL;1;1047,86
202604;3;RO;80075;BRADESCO - PRUDENCIAL;2;106929,95
202604;3;RS;80075;BRADESCO - PRUDENCIAL;10;420648,81
202604;3;SC;80075;BRADESCO - PRUDENCIAL;5;98069,52
202604;3;SE;80075;BRADESCO - PRUDENCIAL;1;14718,55
202604;3;SP;80075;BRADESCO - PRUDENCIAL;36;1431063,68
202604;3;SP;80185;SANTANDER - PRUDENCIAL;9;168954,97
202605;1;AC;80099;ITAU - PRUDENCIAL;1;1,00
202605;1;AC;84693;NU PAGAMENTOS - PRUDENCIAL;1;178,94
202605;1;AM;80075;BRADESCO - PRUDENCIAL;1;220,80
202605;1;AM;80099;ITAU - PRUDENCIAL;3;30,52
202605;1;AM;80185;SANTANDER - PRUDENCIAL;2;1126,94
202605;1;AP;84693;NU PAGAMENTOS - PRUDENCIAL;1;1196,35
202605;1;BA;80879;BANCO SICOOB - PRUDENCIAL;1;428,96
202605;1;BA;80329;BB - PRUDENCIAL;1;246,29
202605;1;BA;80075;BRADESCO - PRUDENCIAL;1;200,68
202605;1;BA;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;2;149,65
202605;1;BA;84693;NU PAGAMENTOS - PRUDENCIAL;2;1567,63
202605;1;BA;80185;SANTANDER - PRUDENCIAL;8;15978,07
202605;1;CE;80336;BTG PACTUAL - PRUDENCIAL;1;201,17
202605;1;CE;80996;INTER - PRUDENCIAL;1;200,35
202605;1;CE;84693;NU PAGAMENTOS - PRUDENCIAL;3;1559,52
202605;1;CE;80185;SANTANDER - PRUDENCIAL;5;5514,87
202605;1;DF;80099;ITAU - PRUDENCIAL;5;326,26
202605;1;DF;80185;SANTANDER - PRUDENCIAL;4;3413,30
202605;1;ES;80329;BB - PRUDENCIAL;1;265,82
202605;1;ES;80099;ITAU - PRUDENCIAL;4;4,00
202605;1;ES;84693;NU PAGAMENTOS - PRUDENCIAL;4;3283,20
202605;1;ES;80185;SANTANDER - PRUDENCIAL;1;10,20
202605;1;GO;80996;INTER - PRUDENCIAL;1;148,62
202605;1;GO;80099;ITAU - PRUDENCIAL;4;344,87
202605;1;GO;84693;NU PAGAMENTOS - PRUDENCIAL;3;256,36
202605;1;GO;80185;SANTANDER - PRUDENCIAL;3;2263,32
202605;1;MA;84693;NU PAGAMENTOS - PRUDENCIAL;1;1339,65
202605;1;MA;80185;SANTANDER - PRUDENCIAL;4;10056,48
202605;1;MG;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;106,54
202605;1;MG;80996;INTER - PRUDENCIAL;1;177,70
202605;1;MG;80099;ITAU - PRUDENCIAL;10;418,67
202605;1;MG;84693;NU PAGAMENTOS - PRUDENCIAL;5;343,52
202605;1;MG;80185;SANTANDER - PRUDENCIAL;10;13189,94
202605;1;MS;80075;BRADESCO - PRUDENCIAL;1;1259,29
202605;1;MS;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;191,48
202605;1;MS;84693;NU PAGAMENTOS - PRUDENCIAL;3;1765,32
202605;1;MS;80185;SANTANDER - PRUDENCIAL;3;3978,26
202605;1;MT;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;0,01
202605;1;MT;84693;NU PAGAMENTOS - PRUDENCIAL;3;1821,89
202605;1;PA;80099;ITAU - PRUDENCIAL;1;157,21
202605;1;PA;84693;NU PAGAMENTOS - PRUDENCIAL;3;592,11
202605;1;PA;80185;SANTANDER - PRUDENCIAL;2;970,89
202605;1;PB;80075;BRADESCO - PRUDENCIAL;1;135,14
202605;1;PB;84693;NU PAGAMENTOS - PRUDENCIAL;6;3818,48
202605;1;PB;80185;SANTANDER - PRUDENCIAL;2;1028,51
202605;1;PE;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;180,42
202605;1;PE;80996;INTER - PRUDENCIAL;1;184,42
202605;1;PE;80099;ITAU - PRUDENCIAL;5;162,91
202605;1;PE;84693;NU PAGAMENTOS - PRUDENCIAL;1;37,10
202605;1;PE;80185;SANTANDER - PRUDENCIAL;3;4044,46
202605;1;PI;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;201,49
202605;1;PI;80099;ITAU - PRUDENCIAL;1;1,00
202605;1;PI;80185;SANTANDER - PRUDENCIAL;1;936,09
202605;1;PR;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;148,82
202605;1;PR;80099;ITAU - PRUDENCIAL;5;153,77
202605;1;PR;84693;NU PAGAMENTOS - PRUDENCIAL;1;1692,08
202605;1;PR;80185;SANTANDER - PRUDENCIAL;4;3990,14
202605;1;RJ;80329;BB - PRUDENCIAL;1;81,04
202605;1;RJ;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;145,82
202605;1;RJ;80099;ITAU - PRUDENCIAL;8;461,16
202605;1;RJ;84693;NU PAGAMENTOS - PRUDENCIAL;7;4179,33
202605;1;RJ;80185;SANTANDER - PRUDENCIAL;21;29187,85
202605;1;RN;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;202,51
202605;1;RN;80099;ITAU - PRUDENCIAL;1;5,02
202605;1;RN;84693;NU PAGAMENTOS - PRUDENCIAL;1;161,43
202605;1;RO;80185;SANTANDER - PRUDENCIAL;1;3969,02
202605;1;RS;80336;BTG PACTUAL - PRUDENCIAL;1;201,08
202605;1;RS;80099;ITAU - PRUDENCIAL;2;2,00
202605;1;RS;84693;NU PAGAMENTOS - PRUDENCIAL;1;1088,27
202605;1;RS;80185;SANTANDER - PRUDENCIAL;6;5507,56
202605;1;SC;80336;BTG PACTUAL - PRUDENCIAL;1;149,73
202605;1;SC;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;203,20
202605;1;SC;80099;ITAU - PRUDENCIAL;6;307,56
202605;1;SC;84693;NU PAGAMENTOS - PRUDENCIAL;4;437,94
202605;1;SC;80185;SANTANDER - PRUDENCIAL;5;9805,07
202605;1;SP;84844;BANCO C6 - PRUDENCIAL;1;191,43
202605;1;SP;80075;BRADESCO - PRUDENCIAL;4;1296,62
202605;1;SP;80336;BTG PACTUAL - PRUDENCIAL;1;147,96
202605;1;SP;80996;INTER - PRUDENCIAL;1;105,04
202605;1;SP;80099;ITAU - PRUDENCIAL;34;1311,97
202605;1;SP;84693;NU PAGAMENTOS - PRUDENCIAL;14;8832,12
202605;1;SP;80185;SANTANDER - PRUDENCIAL;44;58696,28
202605;1;TO;80099;ITAU - PRUDENCIAL;1;98,75
202605;2;AP;80075;BRADESCO - PRUDENCIAL;1;2004,92
202605;2;BA;84844;BANCO C6 - PRUDENCIAL;1;297,55
202605;2;BA;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1;15811,53
202605;2;BA;80075;BRADESCO - PRUDENCIAL;2;7563,96
202605;2;BA;80099;ITAU - PRUDENCIAL;3;185,99
202605;2;CE;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1;12752,69
202605;2;CE;80484;VOTORANTIM - PRUDENCIAL;2;3044,32
202605;2;GO;80075;BRADESCO - PRUDENCIAL;2;4455,70
202605;2;GO;80099;ITAU - PRUDENCIAL;1;112,18
202605;2;GO;80484;VOTORANTIM - PRUDENCIAL;2;3954,41
202605;2;MA;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1;2525,33
202605;2;MA;80484;VOTORANTIM - PRUDENCIAL;2;4216,80
202605;2;MG;80075;BRADESCO - PRUDENCIAL;2;4385,71
202605;2;MG;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1;1210,20
202605;2;MG;80099;ITAU - PRUDENCIAL;1;65,58
202605;2;MG;80185;SANTANDER - PRUDENCIAL;1;1745,36
202605;2;MG;80484;VOTORANTIM - PRUDENCIAL;1;33917,40
202605;2;MS;80075;BRADESCO - PRUDENCIAL;1;6519,85
202605;2;MS;80099;ITAU - PRUDENCIAL;3;155,40
202605;2;MT;80484;VOTORANTIM - PRUDENCIAL;1;1469,04
202605;2;PA;80075;BRADESCO - PRUDENCIAL;1;2193,06
202605;2;PA;80099;ITAU - PRUDENCIAL;1;94,62
202605;2;PB;80075;BRADESCO - PRUDENCIAL;1;12783,83
202605;2;PB;80484;VOTORANTIM - PRUDENCIAL;1;2109,88
202605;2;PE;80075;BRADESCO - PRUDENCIAL;1;13102,29
202605;2;PE;80099;ITAU - PRUDENCIAL;2;300,20
202605;2;PI;81593;BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;8;78456,93
202605;2;PR;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;2;4285,81
202605;2;PR;80099;ITAU - PRUDENCIAL;5;112,26
202605;2;PR;80484;VOTORANTIM - PRUDENCIAL;3;1930,04
202605;2;RJ;80075;BRADESCO - PRUDENCIAL;2;18035,48
202605;2;RJ;80099;ITAU - PRUDENCIAL;9;675,98
202605;2;RO;80075;BRADESCO - PRUDENCIAL;1;10081,05
202605;2;RO;80484;VOTORANTIM - PRUDENCIAL;1;2977,24
202605;2;RR;80484;VOTORANTIM - PRUDENCIAL;1;9981,08
202605;2;RS;80075;BRADESCO - PRUDENCIAL;1;3832,67
202605;2;RS;80099;ITAU - PRUDENCIAL;2;201,56
202605;2;RS;80484;VOTORANTIM - PRUDENCIAL;1;857,64
202605;2;SC;80484;VOTORANTIM - PRUDENCIAL;1;1343,43
202605;2;SP;80075;BRADESCO - PRUDENCIAL;7;50818,17
202605;2;SP;80099;ITAU - PRUDENCIAL;11;852,96
202605;2;SP;80185;SANTANDER - PRUDENCIAL;2;4047,86
202605;2;SP;80484;VOTORANTIM - PRUDENCIAL;9;19890,79
202605;3;AL;80185;SANTANDER - PRUDENCIAL;4;44774,60
202605;3;AM;80075;BRADESCO - PRUDENCIAL;1;21810,48
202605;3;AM;80185;SANTANDER - PRUDENCIAL;5;54145,13
202605;3;AP;80185;SANTANDER - PRUDENCIAL;4;119262,42
202605;3;BA;80075;BRADESCO - PRUDENCIAL;3;325979,64
202605;3;BA;80185;SANTANDER - PRUDENCIAL;5;78453,89
202605;3;CE;80185;SANTANDER - PRUDENCIAL;1;24340,23
202605;3;DF;80185;SANTANDER - PRUDENCIAL;1;1954,03
202605;3;ES;80075;BRADESCO - PRUDENCIAL;2;31060,13
202605;3;ES;80185;SANTANDER - PRUDENCIAL;1;33176,54
202605;3;GO;80075;BRADESCO - PRUDENCIAL;2;40093,53
202605;3;GO;80185;SANTANDER - PRUDENCIAL;4;75045,90
202605;3;MA;80075;BRADESCO - PRUDENCIAL;3;587460,73
202605;3;MA;80185;SANTANDER - PRUDENCIAL;2;5067,65
202605;3;MG;80075;BRADESCO - PRUDENCIAL;2;215248,15
202605;3;MG;80185;SANTANDER - PRUDENCIAL;29;261598,65
202605;3;MS;80075;BRADESCO - PRUDENCIAL;3;5294,53
202605;3;MS;80185;SANTANDER - PRUDENCIAL;3;30630,18
202605;3;MT;80185;SANTANDER - PRUDENCIAL;1;38289,27
202605;3;PA;80185;SANTANDER - PRUDENCIAL;9;156366,49
202605;3;PE;80075;BRADESCO - PRUDENCIAL;2;54628,18
202605;3;PE;80185;SANTANDER - PRUDENCIAL;12;86863,24
202605;3;PR;80075;BRADESCO - PRUDENCIAL;1;113063,34
202605;3;PR;80185;SANTANDER - PRUDENCIAL;6;158351,70
202605;3;RJ;80075;BRADESCO - PRUDENCIAL;4;173638,62
202605;3;RJ;80185;SANTANDER - PRUDENCIAL;13;175701,87
202605;3;RO;80075;BRADESCO - PRUDENCIAL;1;11521,59
202605;3;RO;80185;SANTANDER - PRUDENCIAL;4;66780,02
202605;3;RR;80185;SANTANDER - PRUDENCIAL;1;44840,31
202605;3;RS;80075;BRADESCO - PRUDENCIAL;3;112737,79
202605;3;RS;80185;SANTANDER - PRUDENCIAL;6;46538,53
202605;3;SC;80075;BRADESCO - PRUDENCIAL;1;8001,09
202605;3;SC;80185;SANTANDER - PRUDENCIAL;1;4274,04
202605;3;SE;80185;SANTANDER - PRUDENCIAL;1;13970,26
202605;3;SP;80075;BRADESCO - PRUDENCIAL;12;254081,36
202605;3;SP;80185;SANTANDER - PRUDENCIAL;33;414355,57
202605;4;AC;80329;BB - PRUDENCIAL;36;166161,23
202605;4;AC;80075;BRADESCO - PRUDENCIAL;24;39390,83
202605;4;AC;80336;BTG PACTUAL - PRUDENCIAL;5;11768,97
202605;4;AC;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;27;92357,40
202605;4;AC;80996;INTER - PRUDENCIAL;20;59070,58
202605;4;AC;80099;ITAU - PRUDENCIAL;103;156604,72
202605;4;AC;85702;NEON PAGAMENTOS IP - PRUDENCIAL;3;1828,75
202605;4;AC;84693;NU PAGAMENTOS - PRUDENCIAL;824;1956670,30
202605;4;AC;88022;PICPAY - PRUDENCIAL;1;7877,65
202605;4;AC;80185;SANTANDER - PRUDENCIAL;187;227736,67
202605;4;AL;80329;BB - PRUDENCIAL;49;122725,21
202605;4;AL;80075;BRADESCO - PRUDENCIAL;100;123744,63
202605;4;AL;80336;BTG PACTUAL - PRUDENCIAL;16;24719,93
202605;4;AL;80738;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;87;173758,18
202605;4;AL;80996;INTER - PRUDENCIAL;94;362379,49
202605;4;AL;80099;ITAU - PRUDENCIAL;898;1846433,99
202605;4;AL;85702;NEON PAGAMENTOS IP - PRUDENCIAL;18;20861,48
202605;4;AL;84693;NU PAGAMENTOS - PRUDENCIAL;2557;4639177,04
202605;4;AL;88022;PICPAY - PRUDENCIAL;10;11727,10
